2026-01-07 12:52:03 | INFO | root | Purifying autoattack on seediv with eegnet
2026-01-07 12:52:34 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:52:35 | INFO | root | End purification for resolution 128*128, loss=0.01625564694404602, iterations=256
2026-01-07 12:52:36 | INFO | root | End purification for resolution 256*256, loss=0.025126857683062553, iterations=256
2026-01-07 12:52:38 | INFO | root | End purification for resolution 512*512, loss=0.05486452952027321, iterations=512
2026-01-07 12:52:42 | INFO | root | End purification for resolution 1024*1024, loss=0.06814996153116226, iterations=1024
2026-01-07 12:52:42 | INFO | root | Training time: 8.237942695617676, loss: 0.06814996153116226, params_num: 51838
2026-01-07 12:52:42 | INFO | root | Purified data 1, shape: torch.Size([1, 62, 1000]), mse:0.0815802663564682, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:52:42 | INFO | root | 
2026-01-07 12:52:42 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:52:43 | INFO | root | End purification for resolution 128*128, loss=0.012483010068535805, iterations=256
2026-01-07 12:52:44 | INFO | root | End purification for resolution 256*256, loss=0.017163319513201714, iterations=256
2026-01-07 12:52:46 | INFO | root | End purification for resolution 512*512, loss=0.04741748422384262, iterations=512
2026-01-07 12:52:50 | INFO | root | End purification for resolution 1024*1024, loss=0.059307076036930084, iterations=1024
2026-01-07 12:52:50 | INFO | root | Training time: 7.87746787071228, loss: 0.059307076036930084, params_num: 51838
2026-01-07 12:52:51 | INFO | root | Purified data 2, shape: torch.Size([1, 62, 1000]), mse:0.07175401598215103, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:52:51 | INFO | root | 
2026-01-07 12:52:51 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:52:52 | INFO | root | End purification for resolution 128*128, loss=0.012935995124280453, iterations=256
2026-01-07 12:52:53 | INFO | root | End purification for resolution 256*256, loss=0.029049737378954887, iterations=256
2026-01-07 12:52:55 | INFO | root | End purification for resolution 512*512, loss=0.0832189992070198, iterations=512
2026-01-07 12:52:59 | INFO | root | End purification for resolution 1024*1024, loss=0.10724781453609467, iterations=1024
2026-01-07 12:52:59 | INFO | root | Training time: 8.048035383224487, loss: 0.10724781453609467, params_num: 51838
2026-01-07 12:52:59 | INFO | root | Purified data 3, shape: torch.Size([1, 62, 1000]), mse:0.13083305954933167, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:52:59 | INFO | root | 
2026-01-07 12:53:00 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:01 | INFO | root | End purification for resolution 128*128, loss=0.012354995124042034, iterations=256
2026-01-07 12:53:02 | INFO | root | End purification for resolution 256*256, loss=0.017248880118131638, iterations=256
2026-01-07 12:53:04 | INFO | root | End purification for resolution 512*512, loss=0.04860547184944153, iterations=512
2026-01-07 12:53:08 | INFO | root | End purification for resolution 1024*1024, loss=0.06689602881669998, iterations=1024
2026-01-07 12:53:08 | INFO | root | Training time: 8.271490812301636, loss: 0.06689602881669998, params_num: 51838
2026-01-07 12:53:08 | INFO | root | Purified data 4, shape: torch.Size([1, 62, 1000]), mse:0.08221092075109482, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:08 | INFO | root | 
2026-01-07 12:53:08 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:09 | INFO | root | End purification for resolution 128*128, loss=0.009672692976891994, iterations=256
2026-01-07 12:53:10 | INFO | root | End purification for resolution 256*256, loss=0.016120977699756622, iterations=256
2026-01-07 12:53:12 | INFO | root | End purification for resolution 512*512, loss=0.037452228367328644, iterations=512
2026-01-07 12:53:16 | INFO | root | End purification for resolution 1024*1024, loss=0.04774567857384682, iterations=1024
2026-01-07 12:53:16 | INFO | root | Training time: 7.9090659618377686, loss: 0.04774567857384682, params_num: 51838
2026-01-07 12:53:16 | INFO | root | Purified data 5, shape: torch.Size([1, 62, 1000]), mse:0.05771080404520035, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:16 | INFO | root | 
2026-01-07 12:53:16 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:18 | INFO | root | End purification for resolution 128*128, loss=0.011284694075584412, iterations=256
2026-01-07 12:53:19 | INFO | root | End purification for resolution 256*256, loss=0.017533503472805023, iterations=256
2026-01-07 12:53:21 | INFO | root | End purification for resolution 512*512, loss=0.05015832558274269, iterations=512
2026-01-07 12:53:25 | INFO | root | End purification for resolution 1024*1024, loss=0.0694284588098526, iterations=1024
2026-01-07 12:53:25 | INFO | root | Training time: 8.516103982925415, loss: 0.0694284588098526, params_num: 51838
2026-01-07 12:53:25 | INFO | root | Purified data 6, shape: torch.Size([1, 62, 1000]), mse:0.08485917001962662, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:25 | INFO | root | 
2026-01-07 12:53:25 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:26 | INFO | root | End purification for resolution 128*128, loss=0.01477709412574768, iterations=256
2026-01-07 12:53:27 | INFO | root | End purification for resolution 256*256, loss=0.028681010007858276, iterations=256
2026-01-07 12:53:29 | INFO | root | End purification for resolution 512*512, loss=0.08120698481798172, iterations=512
2026-01-07 12:53:35 | INFO | root | End purification for resolution 1024*1024, loss=0.10470636188983917, iterations=1024
2026-01-07 12:53:35 | INFO | root | Training time: 9.26968502998352, loss: 0.10470636188983917, params_num: 51838
2026-01-07 12:53:35 | INFO | root | Purified data 7, shape: torch.Size([1, 62, 1000]), mse:0.12951138615608215, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:35 | INFO | root | 
2026-01-07 12:53:35 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:36 | INFO | root | End purification for resolution 128*128, loss=0.013552378863096237, iterations=256
2026-01-07 12:53:37 | INFO | root | End purification for resolution 256*256, loss=0.02018851973116398, iterations=256
2026-01-07 12:53:40 | INFO | root | End purification for resolution 512*512, loss=0.04866071417927742, iterations=512
2026-01-07 12:53:44 | INFO | root | End purification for resolution 1024*1024, loss=0.061589453369379044, iterations=1024
2026-01-07 12:53:44 | INFO | root | Training time: 9.463740825653076, loss: 0.061589453369379044, params_num: 51838
2026-01-07 12:53:45 | INFO | root | Purified data 8, shape: torch.Size([1, 62, 1000]), mse:0.07492242753505707, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:45 | INFO | root | 
2026-01-07 12:53:45 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:46 | INFO | root | End purification for resolution 128*128, loss=0.009622900746762753, iterations=256
2026-01-07 12:53:47 | INFO | root | End purification for resolution 256*256, loss=0.015365038067102432, iterations=256
2026-01-07 12:53:49 | INFO | root | End purification for resolution 512*512, loss=0.035149428993463516, iterations=512
2026-01-07 12:53:53 | INFO | root | End purification for resolution 1024*1024, loss=0.04464641213417053, iterations=1024
2026-01-07 12:53:53 | INFO | root | Training time: 8.51327395439148, loss: 0.04464641213417053, params_num: 51838
2026-01-07 12:53:53 | INFO | root | Purified data 9, shape: torch.Size([1, 62, 1000]), mse:0.05312884971499443, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:53:53 | INFO | root | 
2026-01-07 12:53:54 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:53:55 | INFO | root | End purification for resolution 128*128, loss=0.011644859798252583, iterations=256
2026-01-07 12:53:56 | INFO | root | End purification for resolution 256*256, loss=0.023170106112957, iterations=256
2026-01-07 12:53:58 | INFO | root | End purification for resolution 512*512, loss=0.07687303423881531, iterations=512
2026-01-07 12:54:03 | INFO | root | End purification for resolution 1024*1024, loss=0.10107401013374329, iterations=1024
2026-01-07 12:54:03 | INFO | root | Training time: 9.201971769332886, loss: 0.10107401013374329, params_num: 51838
2026-01-07 12:54:03 | INFO | root | Purified data 10, shape: torch.Size([1, 62, 1000]), mse:0.12247591465711594, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:03 | INFO | root | 
2026-01-07 12:54:03 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:04 | INFO | root | End purification for resolution 128*128, loss=0.0159627515822649, iterations=256
2026-01-07 12:54:05 | INFO | root | End purification for resolution 256*256, loss=0.022604305297136307, iterations=256
2026-01-07 12:54:07 | INFO | root | End purification for resolution 512*512, loss=0.060254357755184174, iterations=512
2026-01-07 12:54:12 | INFO | root | End purification for resolution 1024*1024, loss=0.07668590545654297, iterations=1024
2026-01-07 12:54:12 | INFO | root | Training time: 8.2640061378479, loss: 0.07668590545654297, params_num: 51838
2026-01-07 12:54:12 | INFO | root | Purified data 11, shape: torch.Size([1, 62, 1000]), mse:0.09176655113697052, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:12 | INFO | root | 
2026-01-07 12:54:13 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:14 | INFO | root | End purification for resolution 128*128, loss=0.016013674437999725, iterations=256
2026-01-07 12:54:15 | INFO | root | End purification for resolution 256*256, loss=0.02562815137207508, iterations=256
2026-01-07 12:54:17 | INFO | root | End purification for resolution 512*512, loss=0.06425266712903976, iterations=512
2026-01-07 12:54:21 | INFO | root | End purification for resolution 1024*1024, loss=0.07895051687955856, iterations=1024
2026-01-07 12:54:21 | INFO | root | Training time: 8.439356565475464, loss: 0.07895051687955856, params_num: 51838
2026-01-07 12:54:21 | INFO | root | Purified data 12, shape: torch.Size([1, 62, 1000]), mse:0.09567767381668091, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:21 | INFO | root | 
2026-01-07 12:54:21 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:22 | INFO | root | End purification for resolution 128*128, loss=0.011874893680214882, iterations=256
2026-01-07 12:54:23 | INFO | root | End purification for resolution 256*256, loss=0.019740978255867958, iterations=256
2026-01-07 12:54:25 | INFO | root | End purification for resolution 512*512, loss=0.07764743268489838, iterations=512
2026-01-07 12:54:30 | INFO | root | End purification for resolution 1024*1024, loss=0.11023072898387909, iterations=1024
2026-01-07 12:54:30 | INFO | root | Training time: 8.381800889968872, loss: 0.11023072898387909, params_num: 51838
2026-01-07 12:54:30 | INFO | root | Purified data 13, shape: torch.Size([1, 62, 1000]), mse:0.13519588112831116, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:30 | INFO | root | 
2026-01-07 12:54:30 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:31 | INFO | root | End purification for resolution 128*128, loss=0.0124952532351017, iterations=256
2026-01-07 12:54:32 | INFO | root | End purification for resolution 256*256, loss=0.02646455354988575, iterations=256
2026-01-07 12:54:34 | INFO | root | End purification for resolution 512*512, loss=0.05966975912451744, iterations=512
2026-01-07 12:54:38 | INFO | root | End purification for resolution 1024*1024, loss=0.07380827516317368, iterations=1024
2026-01-07 12:54:38 | INFO | root | Training time: 8.399019718170166, loss: 0.07380827516317368, params_num: 51838
2026-01-07 12:54:39 | INFO | root | Purified data 14, shape: torch.Size([1, 62, 1000]), mse:0.08944586664438248, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:39 | INFO | root | 
2026-01-07 12:54:39 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:40 | INFO | root | End purification for resolution 128*128, loss=0.015146377496421337, iterations=256
2026-01-07 12:54:41 | INFO | root | End purification for resolution 256*256, loss=0.021064726635813713, iterations=256
2026-01-07 12:54:43 | INFO | root | End purification for resolution 512*512, loss=0.05076801776885986, iterations=512
2026-01-07 12:54:48 | INFO | root | End purification for resolution 1024*1024, loss=0.06432732194662094, iterations=1024
2026-01-07 12:54:48 | INFO | root | Training time: 9.107228517532349, loss: 0.06432732194662094, params_num: 51838
2026-01-07 12:54:48 | INFO | root | Purified data 15, shape: torch.Size([1, 62, 1000]), mse:0.07798802107572556, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:48 | INFO | root | 
2026-01-07 12:54:48 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:54:49 | INFO | root | End purification for resolution 128*128, loss=0.014155137352645397, iterations=256
2026-01-07 12:54:51 | INFO | root | End purification for resolution 256*256, loss=0.024489589035511017, iterations=256
2026-01-07 12:54:53 | INFO | root | End purification for resolution 512*512, loss=0.06917252391576767, iterations=512
2026-01-07 12:54:58 | INFO | root | End purification for resolution 1024*1024, loss=0.09106697142124176, iterations=1024
2026-01-07 12:54:58 | INFO | root | Training time: 9.882909774780273, loss: 0.09106697142124176, params_num: 51838
2026-01-07 12:54:58 | INFO | root | Purified data 16, shape: torch.Size([1, 62, 1000]), mse:0.11231446266174316, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:54:58 | INFO | root | 
2026-01-07 12:54:58 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:00 | INFO | root | End purification for resolution 128*128, loss=0.019550127908587456, iterations=256
2026-01-07 12:55:01 | INFO | root | End purification for resolution 256*256, loss=0.028088558465242386, iterations=256
2026-01-07 12:55:04 | INFO | root | End purification for resolution 512*512, loss=0.05513177067041397, iterations=512
2026-01-07 12:55:09 | INFO | root | End purification for resolution 1024*1024, loss=0.06962231546640396, iterations=1024
2026-01-07 12:55:09 | INFO | root | Training time: 10.226936340332031, loss: 0.06962231546640396, params_num: 51838
2026-01-07 12:55:09 | INFO | root | Purified data 17, shape: torch.Size([1, 62, 1000]), mse:0.08468631654977798, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:55:09 | INFO | root | 
2026-01-07 12:55:09 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:10 | INFO | root | End purification for resolution 128*128, loss=0.011528617702424526, iterations=256
2026-01-07 12:55:12 | INFO | root | End purification for resolution 256*256, loss=0.013368619605898857, iterations=256
2026-01-07 12:55:14 | INFO | root | End purification for resolution 512*512, loss=0.03348967060446739, iterations=512
2026-01-07 12:55:19 | INFO | root | End purification for resolution 1024*1024, loss=0.04396107792854309, iterations=1024
2026-01-07 12:55:19 | INFO | root | Training time: 9.768553495407104, loss: 0.04396107792854309, params_num: 51838
2026-01-07 12:55:19 | INFO | root | Purified data 18, shape: torch.Size([1, 62, 1000]), mse:0.0525582879781723, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:55:19 | INFO | root | 
2026-01-07 12:55:19 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:20 | INFO | root | End purification for resolution 128*128, loss=0.016435131430625916, iterations=256
2026-01-07 12:55:21 | INFO | root | End purification for resolution 256*256, loss=0.030866781249642372, iterations=256
2026-01-07 12:55:23 | INFO | root | End purification for resolution 512*512, loss=0.08089692145586014, iterations=512
2026-01-07 12:55:29 | INFO | root | End purification for resolution 1024*1024, loss=0.10215397924184799, iterations=1024
2026-01-07 12:55:29 | INFO | root | Training time: 9.58798336982727, loss: 0.10215397924184799, params_num: 51838
2026-01-07 12:55:29 | INFO | root | Purified data 19, shape: torch.Size([1, 62, 1000]), mse:0.1259411722421646, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:55:29 | INFO | root | 
2026-01-07 12:55:29 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:30 | INFO | root | End purification for resolution 128*128, loss=0.012043211609125137, iterations=256
2026-01-07 12:55:31 | INFO | root | End purification for resolution 256*256, loss=0.01510600745677948, iterations=256
2026-01-07 12:55:34 | INFO | root | End purification for resolution 512*512, loss=0.04132124409079552, iterations=512
2026-01-07 12:55:39 | INFO | root | End purification for resolution 1024*1024, loss=0.05432663485407829, iterations=1024
2026-01-07 12:55:39 | INFO | root | Training time: 9.993467569351196, loss: 0.05432663485407829, params_num: 51838
2026-01-07 12:55:39 | INFO | root | Purified data 20, shape: torch.Size([1, 62, 1000]), mse:0.065821573138237, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:55:39 | INFO | root | 
2026-01-07 12:55:40 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:41 | INFO | root | End purification for resolution 128*128, loss=0.01683998480439186, iterations=256
2026-01-07 12:55:42 | INFO | root | End purification for resolution 256*256, loss=0.0254557803273201, iterations=256
2026-01-07 12:55:45 | INFO | root | End purification for resolution 512*512, loss=0.07186993211507797, iterations=512
2026-01-07 12:55:50 | INFO | root | End purification for resolution 1024*1024, loss=0.0939757376909256, iterations=1024
2026-01-07 12:55:50 | INFO | root | Training time: 10.130241394042969, loss: 0.0939757376909256, params_num: 51838
2026-01-07 12:55:51 | INFO | root | Purified data 21, shape: torch.Size([1, 62, 1000]), mse:0.11712563037872314, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:55:51 | INFO | root | 
2026-01-07 12:55:51 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:55:52 | INFO | root | End purification for resolution 128*128, loss=0.013870127499103546, iterations=256
2026-01-07 12:55:53 | INFO | root | End purification for resolution 256*256, loss=0.025104835629463196, iterations=256
2026-01-07 12:55:55 | INFO | root | End purification for resolution 512*512, loss=0.0753759890794754, iterations=512
2026-01-07 12:56:00 | INFO | root | End purification for resolution 1024*1024, loss=0.09550963342189789, iterations=1024
2026-01-07 12:56:00 | INFO | root | Training time: 8.750128984451294, loss: 0.09550963342189789, params_num: 51838
2026-01-07 12:56:00 | INFO | root | Purified data 22, shape: torch.Size([1, 62, 1000]), mse:0.11679751425981522, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:00 | INFO | root | 
2026-01-07 12:56:00 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:01 | INFO | root | End purification for resolution 128*128, loss=0.01610669307410717, iterations=256
2026-01-07 12:56:02 | INFO | root | End purification for resolution 256*256, loss=0.031887222081422806, iterations=256
2026-01-07 12:56:04 | INFO | root | End purification for resolution 512*512, loss=0.0823606476187706, iterations=512
2026-01-07 12:56:09 | INFO | root | End purification for resolution 1024*1024, loss=0.1068134754896164, iterations=1024
2026-01-07 12:56:09 | INFO | root | Training time: 8.687642574310303, loss: 0.1068134754896164, params_num: 51838
2026-01-07 12:56:09 | INFO | root | Purified data 23, shape: torch.Size([1, 62, 1000]), mse:0.13230912387371063, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:09 | INFO | root | 
2026-01-07 12:56:09 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:10 | INFO | root | End purification for resolution 128*128, loss=0.010552949272096157, iterations=256
2026-01-07 12:56:11 | INFO | root | End purification for resolution 256*256, loss=0.01527523435652256, iterations=256
2026-01-07 12:56:14 | INFO | root | End purification for resolution 512*512, loss=0.04414385184645653, iterations=512
2026-01-07 12:56:19 | INFO | root | End purification for resolution 1024*1024, loss=0.05797047168016434, iterations=1024
2026-01-07 12:56:19 | INFO | root | Training time: 10.210312843322754, loss: 0.05797047168016434, params_num: 51838
2026-01-07 12:56:19 | INFO | root | Purified data 24, shape: torch.Size([1, 62, 1000]), mse:0.07043817639350891, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:19 | INFO | root | 
2026-01-07 12:56:19 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:21 | INFO | root | End purification for resolution 128*128, loss=0.012867876328527927, iterations=256
2026-01-07 12:56:22 | INFO | root | End purification for resolution 256*256, loss=0.022210294380784035, iterations=256
2026-01-07 12:56:24 | INFO | root | End purification for resolution 512*512, loss=0.06340716034173965, iterations=512
2026-01-07 12:56:29 | INFO | root | End purification for resolution 1024*1024, loss=0.09061035513877869, iterations=1024
2026-01-07 12:56:29 | INFO | root | Training time: 9.233803033828735, loss: 0.09061035513877869, params_num: 51838
2026-01-07 12:56:29 | INFO | root | Purified data 25, shape: torch.Size([1, 62, 1000]), mse:0.11055266857147217, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:29 | INFO | root | 
2026-01-07 12:56:29 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:30 | INFO | root | End purification for resolution 128*128, loss=0.015144875273108482, iterations=256
2026-01-07 12:56:31 | INFO | root | End purification for resolution 256*256, loss=0.028161484748125076, iterations=256
2026-01-07 12:56:33 | INFO | root | End purification for resolution 512*512, loss=0.07246999442577362, iterations=512
2026-01-07 12:56:38 | INFO | root | End purification for resolution 1024*1024, loss=0.08928891271352768, iterations=1024
2026-01-07 12:56:38 | INFO | root | Training time: 8.676566123962402, loss: 0.08928891271352768, params_num: 51838
2026-01-07 12:56:38 | INFO | root | Purified data 26, shape: torch.Size([1, 62, 1000]), mse:0.1072547510266304, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:38 | INFO | root | 
2026-01-07 12:56:38 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:39 | INFO | root | End purification for resolution 128*128, loss=0.014081049710512161, iterations=256
2026-01-07 12:56:40 | INFO | root | End purification for resolution 256*256, loss=0.01551057118922472, iterations=256
2026-01-07 12:56:43 | INFO | root | End purification for resolution 512*512, loss=0.0439947172999382, iterations=512
2026-01-07 12:56:48 | INFO | root | End purification for resolution 1024*1024, loss=0.057815540581941605, iterations=1024
2026-01-07 12:56:48 | INFO | root | Training time: 9.890565395355225, loss: 0.057815540581941605, params_num: 51838
2026-01-07 12:56:48 | INFO | root | Purified data 27, shape: torch.Size([1, 62, 1000]), mse:0.07050011307001114, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:48 | INFO | root | 
2026-01-07 12:56:48 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:56:50 | INFO | root | End purification for resolution 128*128, loss=0.01382596418261528, iterations=256
2026-01-07 12:56:51 | INFO | root | End purification for resolution 256*256, loss=0.025318872183561325, iterations=256
2026-01-07 12:56:54 | INFO | root | End purification for resolution 512*512, loss=0.05896679684519768, iterations=512
2026-01-07 12:56:59 | INFO | root | End purification for resolution 1024*1024, loss=0.0727766677737236, iterations=1024
2026-01-07 12:56:59 | INFO | root | Training time: 10.27428388595581, loss: 0.0727766677737236, params_num: 51838
2026-01-07 12:56:59 | INFO | root | Purified data 28, shape: torch.Size([1, 62, 1000]), mse:0.08850101381540298, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:56:59 | INFO | root | 
2026-01-07 12:56:59 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:57:00 | INFO | root | End purification for resolution 128*128, loss=0.014160188846290112, iterations=256
2026-01-07 12:57:01 | INFO | root | End purification for resolution 256*256, loss=0.024645525962114334, iterations=256
2026-01-07 12:57:03 | INFO | root | End purification for resolution 512*512, loss=0.06250111013650894, iterations=512
2026-01-07 12:57:08 | INFO | root | End purification for resolution 1024*1024, loss=0.07604514062404633, iterations=1024
2026-01-07 12:57:08 | INFO | root | Training time: 9.07186484336853, loss: 0.07604514062404633, params_num: 51838
2026-01-07 12:57:08 | INFO | root | Purified data 29, shape: torch.Size([1, 62, 1000]), mse:0.09235461801290512, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:57:08 | INFO | root | 
2026-01-07 12:57:08 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 12:57:10 | INFO | root | End purification for resolution 128*128, loss=0.013069679960608482, iterations=256
2026-01-07 12:57:11 | INFO | root | End purification for resolution 256*256, loss=0.03252576291561127, iterations=256
2026-01-07 12:57:13 | INFO | root | End purification for resolution 512*512, loss=0.0937158539891243, iterations=512
2026-01-07 12:57:17 | INFO | root | End purification for resolution 1024*1024, loss=0.1180507093667984, iterations=1024
2026-01-07 12:57:17 | INFO | root | Training time: 8.485552310943604, loss: 0.1180507093667984, params_num: 51838
2026-01-07 12:57:17 | INFO | root | Purified data 30, shape: torch.Size([1, 62, 1000]), mse:0.1442670077085495, compression rate: 0.8360967741935484, 1.196033797600216x
2026-01-07 12:57:17 | INFO | root | 
