section,dataset,model,condition,endpoint,scope,seed_count,status,mean_pp,sample_std_pp,positive_seeds
ablation_delta,thubenchmark,eegnet,D−C-r30,PGD,subset_n512,5,complete,1.9140625,1.8238464890513675,4
ablation_delta,thubenchmark,eegnet,D−B-r30,PGD,subset_n512,5,complete,3.515625,0.9468124721516268,5
ablation,thubenchmark,deepconvnet,A-r30,PGD,subset_n512,5,complete,75.8203125,1.7868692205441687,
ablation,thubenchmark,deepconvnet,B-r30,PGD,subset_n512,5,complete,76.796875,1.33471480963046,
ablation,thubenchmark,deepconvnet,C-r30,PGD,subset_n512,5,complete,77.8125,1.3852049395700894,
ablation,thubenchmark,deepconvnet,D-r30,PGD,subset_n512,5,complete,78.203125,1.1686152579415305,
ablation_delta,thubenchmark,deepconvnet,B−A-r30,PGD,subset_n512,5,complete,0.9765625,1.3460985109463106,4
ablation_delta,thubenchmark,deepconvnet,D−C-r30,PGD,subset_n512,5,complete,0.390625,0.8400708268596315,3
ablation_delta,thubenchmark,deepconvnet,D−B-r30,PGD,subset_n512,5,complete,1.40625,0.6388838763201612,5
ablation,thubenchmark,tsception,A-r30,PGD,subset_n512,5,complete,39.9609375,2.1510992034778695,
ablation,thubenchmark,tsception,B-r30,PGD,subset_n512,5,complete,36.171875,2.3696485762661097,
ablation,thubenchmark,tsception,C-r30,PGD,subset_n512,5,complete,47.0703125,1.7632295005144325,
ablation,thubenchmark,tsception,D-r30,PGD,subset_n512,5,complete,45.1171875,0.8400708268596315,
ablation_delta,thubenchmark,tsception,B−A-r30,PGD,subset_n512,5,complete,-3.7890625,1.0111077426206863,0
ablation_delta,thubenchmark,tsception,D−C-r30,PGD,subset_n512,5,complete,-1.953125,1.943334838098867,1
ablation_delta,thubenchmark,tsception,D−B-r30,PGD,subset_n512,5,complete,8.9453125,2.506552691743059,5
ablation,thubenchmark,atcnet,A-r30,PGD,subset_n512,5,complete,85.7421875,1.680141653719263,
ablation,thubenchmark,atcnet,B-r30,PGD,subset_n512,5,complete,85.9765625,1.829067932569243,
ablation,thubenchmark,atcnet,C-r30,PGD,subset_n512,5,complete,83.515625,1.4392291739797296,
ablation,thubenchmark,atcnet,D-r30,PGD,subset_n512,5,complete,84.765625,1.2955565587325781,
ablation_delta,thubenchmark,atcnet,B−A-r30,PGD,subset_n512,5,complete,0.234375,1.1751256997258845,2
ablation_delta,thubenchmark,atcnet,D−C-r30,PGD,subset_n512,5,complete,1.25,1.2087303474035782,5
ablation_delta,thubenchmark,atcnet,D−B-r30,PGD,subset_n512,5,complete,-1.2109375,0.7488394340890943,0
ablation,thubenchmark,conformer,A-r30,PGD,subset_n512,5,complete,75.3125,1.412475369669105,
ablation,thubenchmark,conformer,B-r30,PGD,subset_n512,5,complete,74.21875,2.527769356551716,
ablation,thubenchmark,conformer,C-r30,PGD,subset_n512,5,complete,78.28125,1.6653182615072035,
ablation,thubenchmark,conformer,D-r30,PGD,subset_n512,5,complete,78.28125,1.2228496751951974,
ablation_delta,thubenchmark,conformer,B−A-r30,PGD,subset_n512,5,complete,-1.09375,3.1146067402618223,2
ablation_delta,thubenchmark,conformer,D−C-r30,PGD,subset_n512,5,complete,0.0,2.273524751332581,3
ablation_delta,thubenchmark,conformer,D−B-r30,PGD,subset_n512,5,complete,4.0625,1.4706914528919297,5
ablation,thubenchmark,tcnet,A-r30,PGD,subset_n512,5,complete,49.84375,4.1117804271689895,
ablation,thubenchmark,tcnet,B-r30,PGD,subset_n512,5,complete,49.53125,2.9478603038634223,
ablation,thubenchmark,tcnet,C-r30,PGD,subset_n512,5,complete,55.3515625,3.1962101428635368,
ablation,thubenchmark,tcnet,D-r30,PGD,subset_n512,5,complete,57.96875,3.6314471560612893,
ablation_delta,thubenchmark,tcnet,B−A-r30,PGD,subset_n512,5,complete,-0.3125,1.8508371469503333,2
ablation_delta,thubenchmark,tcnet,D−C-r30,PGD,subset_n512,5,complete,2.6171875,2.743428093659122,3
ablation_delta,thubenchmark,tcnet,D−B-r30,PGD,subset_n512,5,complete,8.4375,3.089396795265016,5
ablation,seediv,eegnet,A-r30,PGD,subset_n512,5,complete,25.46875,4.2959871241769045,
ablation,seediv,eegnet,B-r30,PGD,subset_n512,5,complete,28.046875,2.3543056570787755,
ablation,seediv,eegnet,C-r30,PGD,subset_n512,5,complete,26.2890625,4.396917754767252,
ablation,seediv,eegnet,D-r30,PGD,subset_n512,5,complete,29.53125,2.498931656494056,
ablation_delta,seediv,eegnet,B−A-r30,PGD,subset_n512,5,complete,2.578125,3.09248218182771,3
ablation_delta,seediv,eegnet,D−C-r30,PGD,subset_n512,5,complete,3.2421875,4.116879880585767,4
ablation_delta,seediv,eegnet,D−B-r30,PGD,subset_n512,5,complete,1.484375,1.4524212845764224,5
ablation,seediv,deepconvnet,A-r30,PGD,subset_n512,5,complete,23.0078125,2.224334137110615,
ablation,seediv,deepconvnet,B-r30,PGD,subset_n512,5,complete,20.078125,1.3058214570661546,
ablation,seediv,deepconvnet,C-r30,PGD,subset_n512,5,complete,25.3515625,1.9744924931406425,
ablation,seediv,deepconvnet,D-r30,PGD,subset_n512,5,complete,24.765625,1.283724744152733,
ablation_delta,seediv,deepconvnet,B−A-r30,PGD,subset_n512,5,complete,-2.9296875,1.6970846872053484,0
ablation_delta,seediv,deepconvnet,D−C-r30,PGD,subset_n512,5,complete,-0.5859375,1.1637085242004868,1
ablation_delta,seediv,deepconvnet,D−B-r30,PGD,subset_n512,5,complete,4.6875,0.6477782793662891,5
ablation,seediv,tsception,A-r30,PGD,subset_n512,5,complete,32.8515625,3.0175623229764246,
ablation,seediv,tsception,B-r30,PGD,subset_n512,5,complete,31.953125,2.5933205122577645,
ablation,seediv,tsception,C-r30,PGD,subset_n512,5,complete,35.15625,2.631287809630367,
ablation,seediv,tsception,D-r30,PGD,subset_n512,5,complete,35.46875,3.536181222267709,
ablation_delta,seediv,tsception,B−A-r30,PGD,subset_n512,5,complete,-0.8984375,1.2475562048961963,1
ablation_delta,seediv,tsception,D−C-r30,PGD,subset_n512,5,complete,0.3125,0.9824044015593196,2
ablation_delta,seediv,tsception,D−B-r30,PGD,subset_n512,5,complete,3.515625,1.3460985109463106,5
ablation,seediv,atcnet,A-r30,PGD,subset_n512,2,pending,,,
ablation,seediv,atcnet,B-r30,PGD,subset_n512,2,pending,,,
ablation,seediv,atcnet,C-r30,PGD,subset_n512,2,pending,,,
ablation,seediv,atcnet,D-r30,PGD,subset_n512,2,pending,,,
ablation_delta,seediv,atcnet,B−A-r30,PGD,subset_n512,2,pending,,,
ablation_delta,seediv,atcnet,D−C-r30,PGD,subset_n512,2,pending,,,
ablation_delta,seediv,atcnet,D−B-r30,PGD,subset_n512,2,pending,,,
ablation,seediv,conformer,A-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,conformer,B-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,conformer,C-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,conformer,D-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,conformer,B−A-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,conformer,D−C-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,conformer,D−B-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,tcnet,A-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,tcnet,B-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,tcnet,C-r30,PGD,subset_n512,0,pending,,,
ablation,seediv,tcnet,D-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,tcnet,B−A-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,tcnet,D−C-r30,PGD,subset_n512,0,pending,,,
ablation_delta,seediv,tcnet,D−B-r30,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,eegnet,A-r30,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,eegnet,B-r30,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,eegnet,C-r30,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,eegnet,D-r30,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,eegnet,B−A-r30,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,eegnet,D−C-r30,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,eegnet,D−B-r30,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,deepconvnet,A-r30,PGD,subset_n512,0,pending,,,
